Type,Country Code,Series Code,Time Code,Description
FootNote,Czech Republic (CZE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Czech Republic (CZE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Czech Republic (CZE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Czech Republic (CZE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Czech Republic (CZE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2012, Table 6.1"
FootNote,Germany (DEU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),Statisches Bundesamt. February 2007. Estimate
FootNote,Djibouti (DJI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Rapport Annuel d’Activities, Programme Sante de la Reproduction  - Ministere de la Sante 2003"
FootNote,Djibouti (DJI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS/EDIM  2006, Table D.IV.3, p 91"
FootNote,Dominica (DMA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Health Situation in the America, Basic Indicators 2005, PAHO/WHO"
FootNote,Dominica (DMA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Health Situation in the America, Basic Indicators 2006, PAHO/WHO"
FootNote,Dominica (DMA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"Health Situation in the America, Basic Indicators 2007, PAHO/WHO"
FootNote,Dominica (DMA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Health Situation in the America, Basic Indicators 2008, PAHO/WHO"
FootNote,Dominica (DMA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: Health Situation in the America, Basic Indicators 2009, PAHO/WHO"
FootNote,Dominican Republic (DOM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"ENHOGAR 2006, Table 34, p.113"
FootNote,Dominican Republic (DOM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Final report, Table 9.6, p. 157"
FootNote,Algeria (DZA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Final report, Table RH.5"
FootNote,East Asia & Pacific (EAP),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,East Asia & Pacific (all income levels) (EAS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Europe & Central Asia (ECA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Ecuador (ECU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Source: ENDEMAIN 2004, Table 9.15, 9.16"
FootNote,"Egypt, Arab Rep. (EGY)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Interim DHS 2003, Table 5.8, p. 62-63. "
FootNote,"Egypt, Arab Rep. (EGY)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2005, Final report, Table 11.9, p. 128"
FootNote,"Egypt, Arab Rep. (EGY)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: DHS 2008, Final report, Table 11.9, p 134"
FootNote,Estonia (EST),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Estonia (EST),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Estonia (EST),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Estonia (EST),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Ethiopia (ETH),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2005, Final report, Table 9.6, p. 118"
FootNote,Ethiopia (ETH),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: DHS 2011, Table 9.7, p.128"
FootNote,Fragile and conflict affected situations (FCS),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Finland (FIN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"World Health Report 2003, WHO."
FootNote,Fiji (FJI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),A measure of the future. Women's Sexual and Reproductive Risk Index for the Pacific 2009
FootNote,Fiji (FJI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MoH 2010, 22"
FootNote,France (FRA),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming the same as previous year.
FootNote,"Micronesia, Fed. Sts. (FSM)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),A measure of the future. Women's Sexual and Reproductive Risk Index for the Pacific 2009
FootNote,"Micronesia, Fed. Sts. (FSM)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: Western Pacific Country Healtn Information Profiles 2011, 232"
FootNote,Gabon (GAB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS 2012
FootNote,United Kingdom (GBR),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming linear trend.
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"MICS 2005, Final report, Table RH.5,"
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"TransMONEE database 2010, Table 6.1"
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: TransMONEE database 2011, Table 6.1"
FootNote,Georgia (GEO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: HEALTH CARE Statistical Yearbook 2011 2011-2012
FootNote,Ghana (GHA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2003, Final report, Table 9.6, p. 146 "
FootNote,Ghana (GHA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Final report, Table RH.4 , MICS 2006, Reanalyzed by UNICEF HQ, April 2007.( wealth data by NYHQ, DPP/SMS)"
FootNote,Ghana (GHA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"GMHS 2007, Final report, Table 4.7, p.57"
FootNote,Ghana (GHA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"DHS 2008, Final report, Table 9.6, p 156"
FootNote,Ghana (GHA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: MICS 2011, Tab.RH 9"
FootNote,Guinea (GIN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"MICS 2003, Reanalyzed by UNICEF HQ, June 2005."
FootNote,Guinea (GIN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2005, Final report, Table 8.6, p-132"
FootNote,Guinea (GIN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: ENENSE 2007, Table 3.6a, p.57"
FootNote,Guinea (GIN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS(Prelim) 2012
FootNote,"Gambia, The (GMB)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2005-2006, Final report, Table RH.5"
FootNote,"Gambia, The (GMB)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010, Table RH.9, page 119"
FootNote,Guinea-Bissau (GNB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Final report, Table RH.5, p 150"
FootNote,Guinea-Bissau (GNB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010, Final report, Tab RH: 9"
FootNote,Greece (GRC),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2011 (YR2011),Break in series.
FootNote,Grenada (GRD),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"Health Situation in the America, Basic Indicators 2007, PAHO/WHO"
FootNote,Grenada (GRD),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: Health Situation in the America, Basic Indicators 2008, PAHO/WHO"
FootNote,Greenland (GRL),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2010 (YR2010),Interpolated data assuming linear trend.
FootNote,Guatemala (GTM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: ENSMI 2008-2009, Page 237-240/ Table 7.8A &B, 7.10"
FootNote,Guyana (GUY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Health Situation in the Americas, Basic Indicators 2006, PAHO/WHO"
FootNote,Guyana (GUY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),Pan American Health Organization. Report from Ministry of Health provided by the PAHO/WHO Country Representative to the Health Information and Statistics Unit (HA) of PAHO. 2008
FootNote,Guyana (GUY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Analyzed by UNICEF, NY July 2009"
FootNote,Guyana (GUY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"MICS 2006-2007, Final report, Table RH.5"
FootNote,Guyana (GUY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2009, Final report, Table 9.6, p.134"
FootNote,"Hong Kong SAR, China (HKG)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),Statistic tables 2006. WHO regional office for the western pacific.
FootNote,Honduras (HND),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: DHS 2005-2006, Final report, Table 9.6, p 146"
FootNote,Honduras (HND),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS 2011-2012
FootNote,Heavily indebted poor countries (HIPC) (HPC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2008, Table 6.1"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2008, Table 6.1"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2008, Table 6.1"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"TransMONEE database 2010, Table 6.1"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE 2011, n/a"
FootNote,Croatia (HRV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: Monee database CRO 2011-2012
FootNote,Haiti (HTI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: DHS 2005-2006 Final report, Table 8.6, p. 117."
FootNote,Haiti (HTI),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS 2012
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Hungary (HUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2012, Table 6.1"
FootNote,Hungary (HUN),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Break in series.
FootNote,Indonesia (IDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2002-03, Final report, Table 11.7, p. 128."
FootNote,Indonesia (IDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"National Socio-Economic Survey 2004, Table 2.6.B, p. 78."
FootNote,Indonesia (IDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Final report, Table 11.7, p. 137"
FootNote,Indonesia (IDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"BPS, SUSENAS 2008, Table 4.7.B., pp. 59-61"
FootNote,Indonesia (IDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Country data. National Health Survey (2010 Riskesdas).
FootNote,Indonesia (IDN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS(Prelim) 2012
FootNote,India (IND),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"NFHS 2005-2006, Final report, Table 8.18, p 215"
FootNote,India (IND),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: DLHS 2007-2008, 67 / 4.7"
FootNote,Ireland (IRL),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Source: Word Health Report 2003, p. 3."
FootNote,"Iran, Islamic Rep. (IRN)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"Source: Integrated Monitoring and Evaluation System (IMES)/ MOH-Iran,2005"
FootNote,"Iran, Islamic Rep. (IRN)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: Multiple Indicator Demoraphic and Health Survey (IrMIDHS)
FootNote,Iraq (IRQ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Final report, Table RH.5"
FootNote,Iraq (IRQ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: IFHS  2006-07, Table 14"
FootNote,Iraq (IRQ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),Source: MICS  2011
FootNote,Italy (ITA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Certificato di assistanza al parto. Analisi dell' evento nascita 2003. Institutional birth
FootNote,Italy (ITA),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming the same as previous year.
FootNote,Jamaica (JAM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Annual Report 2003, Ministry of Health, p. 53 and Table C.11, p. 123."
FootNote,Jamaica (JAM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"MICS 2005, Final report, Table RH.3"
FootNote,Jamaica (JAM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),Pan American Health Organization. Report from Ministry of Health provided by the PAHO/WHO Country Representative to the Health Information and Statistics Unit (HA) of PAHO. 2008
FootNote,Jamaica (JAM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: Reproductive Health Survey Jamaica 2008, 102/4.2.2"
FootNote,Jordan (JOR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Final report, Table 9.7, p.104"
FootNote,Jordan (JOR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS (Prelim) 2012
FootNote,Japan (JPN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Statistic tables 2006. WHO regional office for the western pacific.. Institutional birth
FootNote,Japan (JPN),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Provisional.
FootNote,Kazakhstan (KAZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Kazakhstan (KAZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Kazakhstan (KAZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Kazakhstan (KAZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Final report, Table RH.5"
FootNote,Kazakhstan (KAZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Kazakhstan (KAZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Kazakhstan (KAZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: UNICEF Transmonee, 2012 database"
FootNote,Kazakhstan (KAZ),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming the same as previous year.
FootNote,Kenya (KEN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2003, Final report, Table 9.7, p. 132 "
FootNote,Kenya (KEN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2008-2009,  Final report, Table 9.8, p.122"
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),TransMONEE database 2007 Preliminary data
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2005-2006, Final report, Table RH.5"
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Kyrgyz Republic (KGZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS(Prelim) 2012
FootNote,Kyrgyz Republic (KGZ),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming the same as previous year.
FootNote,Cambodia (KHM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2005, Final Report, Table 13.6, Page 145"
FootNote,Cambodia (KHM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: DHS 2010, Final report, Table 12.6, p.128"
FootNote,Cambodia (KHM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),"Cambodia MoH, Joint Annual Performance review 2013"
FootNote,Kiribati (KIR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"UNFPA, Achieving the Millennium Development Goals in the Pacific Islands, 2004-2005"
FootNote,Kiribati (KIR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),A measure of the future. Women's Sexual and Reproductive Risk Index for the Pacific 2009
FootNote,Kiribati (KIR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2009, Page 149, table 9.6"
FootNote,St. Kitts and Nevis (KNA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Health Situation in the Americas, Basic Indicators 2005, PAHO/WHO "
FootNote,St. Kitts and Nevis (KNA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"Health Situation in the Americas, Basic Indicators 2007, PAHO/ WHO"
FootNote,St. Kitts and Nevis (KNA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Health Situation in the Americas, Basic Indicators 2008, PAHO/WHO "
FootNote,St. Kitts and Nevis (KNA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: Health Situation in the America, Basic Indicators 2009, PAHO/WHO"
FootNote,"Korea, Rep. (KOR)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Republic of Korea Country Health information Profile 2006 Revision. WHO regional office for the Western pacific citing the National Fertility and Family Health Survey 2003.
FootNote,Kuwait (KWT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: Making pregnancy safer statistics in the Eastern Mediterranean Region, 2009"
FootNote,Lao PDR (LAO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Final report, Table RH.3"
FootNote,Lao PDR (LAO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Country data. NHSR10.
FootNote,Lao PDR (LAO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: Lao Social Indicator Survey (combined MICS4/DHS)(Prelim) 2011-2012
FootNote,Lebanon (LBN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Source: Making pregnancy safer statistics in the Eastern Mediterranean Region, 2009"
FootNote,Liberia (LBR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Final report, Table 9.6, p.117"
FootNote,Libya (LBY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: Making pregnancy safer statistics in the Eastern Mediterranean Region, 2009"
FootNote,St. Lucia (LCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Health Situation in the Americas, Basic Indicators 2005, PAHO/WHO "
FootNote,St. Lucia (LCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Health Situation in the Americas, Basic Indicators 2006, PAHO/WHO"
FootNote,St. Lucia (LCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"Health Situation in the Americas, Basic Indicators 2007, PAHO/WHO"
FootNote,St. Lucia (LCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Health Situation in the Americas, Basic Indicators 2008, PAHO/WHO "
FootNote,St. Lucia (LCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: Health Situation in the America, Basic Indicators 2009, PAHO/WHO"
FootNote,Least developed countries: UN classification (LDC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Low income (LIC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Sri Lanka (LKA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2006-2007, Final report. Table 9.9"
FootNote,Lower middle income (LMC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Low & middle income (LMY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Lesotho (LSO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"DHS 2004, Final report, Table 9.6, p. 131."
FootNote,Lesotho (LSO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2009, Table 9.6, p.111"
FootNote,Lithuania (LTU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Lithuania (LTU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Lithuania (LTU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Lithuania (LTU),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: TransMONEE database 2010, Table 6.1"
