"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","WEALTHQUINTILE (CODE)","WEALTHQUINTILE (DISPLAY)","WEALTHQUINTILE (URL)","Display Value","Numeric","Low","High","Comments"
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","WQ1","Q1 (Poorest)","","0.8","0.77356","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1994","1994","","AFR","Africa","","CIV","Côte d'Ivoire","","WQ2","Q2","","0.8","0.77644","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ2","Q2","","0.8","0.78071","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","TZA","United Republic of Tanzania","","WQ1","Q1 (Poorest)","","0.8","0.78080","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","WQ1","Q1 (Poorest)","","0.8","0.78154","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","ZMB","Zambia","","WQ3","Q3","","0.8","0.78585","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","WQ2","Q2","","0.8","0.78797","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","NPL","Nepal","","WQ1","Q1 (Poorest)","","0.8","0.79543","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","NER","Niger","","WQ4","Q4","","0.8","0.79863","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AMR","Americas","","HTI","Haiti","","WQ2","Q2","","0.8","0.79886","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","WQ1","Q1 (Poorest)","","0.8","0.79995","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","WQ3","Q3","","0.8","0.80852","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","BFA","Burkina Faso","","WQ1","Q1 (Poorest)","","0.8","0.80880","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2002","2002","","SEAR","South-East Asia","","IDN","Indonesia","","WQ2","Q2","","0.8","0.81892","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1994","1994","","AFR","Africa","","CIV","Côte d'Ivoire","","WQ1","Q1 (Poorest)","","0.8","0.82775","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","BEN","Benin","","WQ3","Q3","","0.8","0.82796","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ2","Q2","","0.8","0.83259","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","NGA","Nigeria","","WQ3","Q3","","0.8","0.83506","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","KHM","Cambodia","","WQ3","Q3","","0.8","0.83757","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","WQ2","Q2","","0.8","0.83763","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","NGA","Nigeria","","WQ3","Q3","","0.8","0.84981","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ1","Q1 (Poorest)","","0.9","0.85351","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","AFR","Africa","","BFA","Burkina Faso","","WQ4","Q4","","0.9","0.85840","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","CIV","Côte d'Ivoire","","WQ2","Q2","","0.9","0.86169","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KHM","Cambodia","","WQ2","Q2","","0.9","0.86259","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ4","Q4","","0.9","0.86531","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ3","Q3","","0.9","0.86827","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","BEN","Benin","","WQ1","Q1 (Poorest)","","0.9","0.87645","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AFR","Africa","","GIN","Guinea","","WQ3","Q3","","0.9","0.87703","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","TCD","Chad","","WQ4","Q4","","0.9","0.88542","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","EUR","Europe","","UZB","Uzbekistan","","WQ1","Q1 (Poorest)","","0.9","0.88742","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","WQ1","Q1 (Poorest)","","0.9","0.89701","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","WQ1","Q1 (Poorest)","","0.9","0.89807","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","AFR","Africa","","MOZ","Mozambique","","WQ2","Q2","","0.9","0.90394","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","GIN","Guinea","","WQ2","Q2","","0.9","0.90401","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ2","Q2","","0.9","0.90621","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","GIN","Guinea","","WQ2","Q2","","0.9","0.90760","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AFR","Africa","","MLI","Mali","","WQ3","Q3","","0.9","0.90998","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NER","Niger","","WQ2","Q2","","0.9","0.91049","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","WQ1","Q1 (Poorest)","","0.9","0.92061","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","AFR","Africa","","NGA","Nigeria","","WQ2","Q2","","0.9","0.92178","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","WQ1","Q1 (Poorest)","","0.9","0.92410","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ3","Q3","","0.9","0.92617","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","WQ3","Q3","","0.9","0.92891","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","BFA","Burkina Faso","","WQ3","Q3","","0.9","0.94629","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","BFA","Burkina Faso","","WQ3","Q3","","1.0","0.95027","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","AFR","Africa","","RWA","Rwanda","","WQ2","Q2","","1.0","0.95293","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","WQ2","Q2","","1.0","0.95555","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","TGO","Togo","","WQ2","Q2","","1.0","0.96401","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KHM","Cambodia","","WQ2","Q2","","1.0","0.96720","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2004","2004","","AFR","Africa","","TZA","United Republic of Tanzania","","WQ1","Q1 (Poorest)","","1.0","0.97450","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","GIN","Guinea","","WQ1","Q1 (Poorest)","","1.0","0.97576","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","WQ1","Q1 (Poorest)","","1.0","0.97668","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","ZMB","Zambia","","WQ2","Q2","","1.0","0.98421","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","WQ2","Q2","","1.0","0.98994","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","NPL","Nepal","","WQ3","Q3","","1.0","0.99202","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NER","Niger","","WQ3","Q3","","1.0","0.99341","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NER","Niger","","WQ4","Q4","","1.0","0.99352","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AFR","Africa","","ZMB","Zambia","","WQ2","Q2","","1.0","0.99391","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","WQ1","Q1 (Poorest)","","1.0","1.00159","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","AFR","Africa","","UGA","Uganda","","WQ4","Q4","","1.0","1.00756","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","TCD","Chad","","WQ5","Q5 (Richest)","","1.0","1.01438","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1993","1993","","AFR","Africa","","GHA","Ghana","","WQ2","Q2","","1.0","1.02249","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","TZA","United Republic of Tanzania","","WQ1","Q1 (Poorest)","","1.0","1.02670","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2002","2002","","SEAR","South-East Asia","","IDN","Indonesia","","WQ2","Q2","","1.0","1.02995","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KHM","Cambodia","","WQ3","Q3","","1.0","1.03577","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AFR","Africa","","BEN","Benin","","WQ3","Q3","","1.0","1.03807","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","AFR","Africa","","NGA","Nigeria","","WQ3","Q3","","1.0","1.03966","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KHM","Cambodia","","WQ1","Q1 (Poorest)","","1.0","1.04086","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","WQ1","Q1 (Poorest)","","1.0","1.04197","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","AFR","Africa","","RWA","Rwanda","","WQ1","Q1 (Poorest)","","1.0","1.04448","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","AFR","Africa","","RWA","Rwanda","","WQ2","Q2","","1.1","1.05855","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NER","Niger","","WQ4","Q4","","1.1","1.06469","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2002","2002","","SEAR","South-East Asia","","IDN","Indonesia","","WQ1","Q1 (Poorest)","","1.1","1.06569","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","TCD","Chad","","WQ5","Q5 (Richest)","","1.1","1.06673","","",""
